[06:00:50] window up for master Panelpress
[06:06:32] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:33] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:34] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:35] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:36] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:37] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:38] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:39] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:40] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:41] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:42] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:43] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:44] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:45] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:46] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:47] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:48] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:49] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:50] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:51] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:52] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:53] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:54] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:55] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:56] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:57] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:58] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:06:59] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:00] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:01] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:02] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:03] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:04] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:05] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:06] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:07] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:08] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:09] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:10] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:11] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:12] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:13] summary='1 bot in this party.' report='Kiteema joined the party, geared and specced.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:14] summary='1 bot in this party.' report='Kiteema left the party.' rows=['Kiteema — level 1 — class 8'] dismiss='Dismiss Kiteema' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:15] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:16] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:17] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:18] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:19] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:20] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:21] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:22] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:23] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:24] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:25] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:26] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:27] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:28] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:29] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:30] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:31] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:32] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:33] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:34] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:35] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:36] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:37] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:38] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:39] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:40] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:41] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:42] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:43] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:44] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:45] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:46] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:47] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:48] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:49] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:50] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:51] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:52] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:53] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:54] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:55] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:56] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:57] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:58] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:07:59] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:00] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:01] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:02] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:03] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:04] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
